ensembl_gene_id	mgi_symbol	gene_biotype
ENSMUSG00000027133	Nop10	protein_coding
ENSMUSG00000027130	Slc12a6	protein_coding
ENSMUSG00000096764	Gm21985	protein_coding
ENSMUSG00000027131	Emc4	protein_coding
ENSMUSG00000027132	Katnbl1	protein_coding
ENSMUSG00000055943	Emc7	protein_coding
ENSMUSG00000074939	Chrm5	protein_coding
ENSMUSG00000003604	Aven	protein_coding
ENSMUSG00000057378	Ryr3	protein_coding
ENSMUSG00000041255	Tmco5b	protein_coding
ENSMUSG00000044042	Fmn1	protein_coding
ENSMUSG00000074934	Grem1	protein_coding
ENSMUSG00000023236	Scg5	protein_coding
ENSMUSG00000041219	Arhgap11a	protein_coding
ENSMUSG00000068615	Gjd2	protein_coding
ENSMUSG00000068614	Actc1	protein_coding
ENSMUSG00000040383	Aqr	protein_coding
ENSMUSG00000040321	Zfp770	protein_coding
ENSMUSG00000057147	Dph6	protein_coding
ENSMUSG00000040282	BC052040	protein_coding
ENSMUSG00000027210	Meis2	protein_coding
ENSMUSG00000027355	Tmco5	protein_coding
ENSMUSG00000027351	Spred1	protein_coding
ENSMUSG00000027349	Fam98b	protein_coding
ENSMUSG00000027347	Rasgrp1	protein_coding
ENSMUSG00000040152	Thbs1	protein_coding
ENSMUSG00000027344	Fsip1	protein_coding
ENSMUSG00000040133	Gpr176	protein_coding
ENSMUSG00000005102	Eif2ak4	protein_coding
ENSMUSG00000009549	Srp14	protein_coding
ENSMUSG00000040093	Bmf	protein_coding
ENSMUSG00000040084	Bub1b	protein_coding
ENSMUSG00000074923	Pak6	protein_coding
ENSMUSG00000078137	Ankrd63	protein_coding
ENSMUSG00000040061	Plcb2	protein_coding
ENSMUSG00000074918	Inafm2	protein_coding
ENSMUSG00000046804	Phgr1	protein_coding
ENSMUSG00000040035	Disp2	protein_coding
ENSMUSG00000027331	Knstrn	protein_coding
ENSMUSG00000027332	Ivd	protein_coding
ENSMUSG00000040007	Bahd1	protein_coding
ENSMUSG00000074916	Chst14	protein_coding
ENSMUSG00000039983	Ccdc32	protein_coding
ENSMUSG00000027324	Rpusd2	protein_coding
ENSMUSG00000027323	Rad51	protein_coding
ENSMUSG00000070730	Rmdn3	protein_coding
ENSMUSG00000046814	Gchfr	protein_coding
ENSMUSG00000034278	Dnajc17	protein_coding
ENSMUSG00000055926	Gm14137	protein_coding
ENSMUSG00000068580	Zfyve19	protein_coding
ENSMUSG00000027317	Ppp1r14d	protein_coding
ENSMUSG00000027315	Spint1	protein_coding
ENSMUSG00000034226	Rhov	protein_coding
ENSMUSG00000034216	Vps18	protein_coding
ENSMUSG00000027314	Dll4	protein_coding
ENSMUSG00000027313	Chac1	protein_coding
ENSMUSG00000034154	Ino80	protein_coding
ENSMUSG00000048647	Exd1	protein_coding
ENSMUSG00000014077	Chp1	protein_coding
ENSMUSG00000072980	Oip5	protein_coding
ENSMUSG00000027306	Nusap1	protein_coding
ENSMUSG00000027305	Ndufaf1	protein_coding
ENSMUSG00000027304	Rtf1	protein_coding
ENSMUSG00000027296	Itpka	protein_coding
ENSMUSG00000027297	Ltk	protein_coding
ENSMUSG00000034032	Rpap1	protein_coding
ENSMUSG00000027298	Tyro3	protein_coding
ENSMUSG00000033943	Mga	protein_coding
ENSMUSG00000033902	Mapkbp1	protein_coding
ENSMUSG00000098789	Jmjd7	protein_coding
ENSMUSG00000033852	Gm28042	protein_coding
ENSMUSG00000098488	Pla2g4b	protein_coding
ENSMUSG00000074899	Sptbn5	protein_coding
ENSMUSG00000027293	Ehd4	protein_coding
ENSMUSG00000050211	Pla2g4e	protein_coding
ENSMUSG00000070719	Pla2g4d	protein_coding
ENSMUSG00000046971	Pla2g4f	protein_coding
ENSMUSG00000027291	Vps39	protein_coding
ENSMUSG00000033808	Tmem87a	protein_coding
ENSMUSG00000062646	Ganc	protein_coding
ENSMUSG00000079110	Capn3	protein_coding
ENSMUSG00000027288	Zfp106	protein_coding
ENSMUSG00000027287	Snap23	protein_coding
ENSMUSG00000027286	Lrrc57	protein_coding
ENSMUSG00000027285	Haus2	protein_coding
ENSMUSG00000033705	Stard9	protein_coding
ENSMUSG00000027284	Cdan1	protein_coding
ENSMUSG00000090100	Ttbk2	protein_coding
ENSMUSG00000027272	Ubr1	protein_coding
ENSMUSG00000054484	Tmem62	protein_coding
ENSMUSG00000023572	Ccndbp1	protein_coding
ENSMUSG00000023216	Epb42	protein_coding
ENSMUSG00000053675	Tgm5	protein_coding
ENSMUSG00000079103	Tgm7	protein_coding
ENSMUSG00000074890	Lcmt2	protein_coding
ENSMUSG00000027259	Adal	protein_coding
ENSMUSG00000050619	Zscan29	protein_coding
ENSMUSG00000027263	Tubgcp4	protein_coding
ENSMUSG00000043909	Trp53bp1	protein_coding
ENSMUSG00000027254	Map1a	protein_coding
ENSMUSG00000033526	Ppip5k1	protein_coding
ENSMUSG00000000308	Ckmt1	protein_coding
ENSMUSG00000033498	Strc	protein_coding
ENSMUSG00000033486	Catsper2	protein_coding
ENSMUSG00000027248	Pdia3	protein_coding
ENSMUSG00000027246	Ell3	protein_coding
ENSMUSG00000046110	Serinc4	protein_coding
ENSMUSG00000074884	Serf2	protein_coding
ENSMUSG00000027245	Hypk	protein_coding
ENSMUSG00000048222	Mfap1b	protein_coding
ENSMUSG00000068479	Mfap1a	protein_coding
ENSMUSG00000027242	Wdr76	protein_coding
ENSMUSG00000027238	Frmd5	protein_coding
ENSMUSG00000060227	Casc4	protein_coding
ENSMUSG00000074881	Mageb3	protein_coding
ENSMUSG00000033411	Ctdspl2	protein_coding
ENSMUSG00000027236	Eif3j1	protein_coding
ENSMUSG00000033396	Spg11	protein_coding
ENSMUSG00000027233	Patl2	protein_coding
ENSMUSG00000060802	B2m	protein_coding
ENSMUSG00000033368	Trim69	protein_coding
ENSMUSG00000027227	Sord	protein_coding
ENSMUSG00000068452	Duox2	protein_coding
ENSMUSG00000027225	Duoxa2	protein_coding
ENSMUSG00000027224	Duoxa1	protein_coding
ENSMUSG00000033268	Duox1	protein_coding
ENSMUSG00000033256	Shf	protein_coding
ENSMUSG00000027219	Slc28a2	protein_coding
ENSMUSG00000079071	Gm14085	protein_coding
ENSMUSG00000027199	Gatm	protein_coding
ENSMUSG00000033213	AA467197	protein_coding
ENSMUSG00000005802	Slc30a4	protein_coding
ENSMUSG00000005804	Bloc1s6	protein_coding
ENSMUSG00000027200	Sema6d	protein_coding
ENSMUSG00000035183	Slc24a5	protein_coding
ENSMUSG00000027201	Myef2	protein_coding
ENSMUSG00000074872	Ctxn2	protein_coding
ENSMUSG00000027202	Slc12a1	protein_coding
ENSMUSG00000027203	Dut	protein_coding
ENSMUSG00000027204	Fbn1	protein_coding
ENSMUSG00000068394	Cep152	protein_coding
ENSMUSG00000035109	Shc4	protein_coding
ENSMUSG00000091337	Eid1	protein_coding
ENSMUSG00000035093	Secisbp2l	protein_coding
ENSMUSG00000027206	Cops2	protein_coding
ENSMUSG00000027207	Galk2	protein_coding
ENSMUSG00000027209	Fam227b	protein_coding
ENSMUSG00000027208	Fgf7	protein_coding
ENSMUSG00000023330	Dtwd1	protein_coding
ENSMUSG00000090353	Gm17555	protein_coding
ENSMUSG00000060131	Atp8b4	protein_coding
ENSMUSG00000027359	Slc27a2	protein_coding
ENSMUSG00000027360	Hdc	protein_coding
ENSMUSG00000027361	Gabpb1	protein_coding
ENSMUSG00000027363	Usp8	protein_coding
ENSMUSG00000027364	Usp50	protein_coding
ENSMUSG00000027365	Trpm7	protein_coding
ENSMUSG00000027366	Sppl2a	protein_coding
ENSMUSG00000001998	Ap4e1	protein_coding
ENSMUSG00000001999	Blvra	protein_coding
ENSMUSG00000034906	Ncaph	protein_coding
ENSMUSG00000074825	Itpripl1	protein_coding
ENSMUSG00000044145	1810024B03Rik	protein_coding
ENSMUSG00000003660	Snrnp200	protein_coding
ENSMUSG00000003662	Ciao1	protein_coding
ENSMUSG00000034850	Tmem127	protein_coding
ENSMUSG00000027367	Stard7	protein_coding
ENSMUSG00000027368	Dusp2	protein_coding
ENSMUSG00000050468	Astl	protein_coding
ENSMUSG00000058620	Adra2b	protein_coding
ENSMUSG00000046338	Gpat2	protein_coding
ENSMUSG00000027371	Fahd2a	protein_coding
ENSMUSG00000079056	Kcnip3	protein_coding
ENSMUSG00000027376	Prom2	protein_coding
ENSMUSG00000034800	Zfp661	protein_coding
ENSMUSG00000027374	Mrps5	protein_coding
ENSMUSG00000027375	Mal	protein_coding
ENSMUSG00000027377	Mall	protein_coding
ENSMUSG00000027378	Nphp1	protein_coding
ENSMUSG00000027379	Bub1	protein_coding
ENSMUSG00000027380	Acoxl	protein_coding
ENSMUSG00000027381	Bcl2l11	protein_coding
ENSMUSG00000074812	Spdye4c	protein_coding
ENSMUSG00000014355	Anapc1	protein_coding
ENSMUSG00000014361	Mertk	protein_coding
ENSMUSG00000014353	Tmem87b	protein_coding
ENSMUSG00000027386	Fbln7	protein_coding
ENSMUSG00000027387	Zc3h8	protein_coding
ENSMUSG00000042851	Zc3h6	protein_coding
ENSMUSG00000027394	Ttl	protein_coding
ENSMUSG00000027395	Polr1b	protein_coding
ENSMUSG00000037938	Chchd5	protein_coding
ENSMUSG00000027397	Slc20a1	protein_coding
ENSMUSG00000048327	Ckap2l	protein_coding
ENSMUSG00000027399	Il1a	protein_coding
ENSMUSG00000027398	Il1b	protein_coding
ENSMUSG00000043727	F830045P16Rik	protein_coding
ENSMUSG00000037902	Sirpa	protein_coding
ENSMUSG00000027400	Pdyn	protein_coding
ENSMUSG00000037885	Stk35	protein_coding
ENSMUSG00000027401	Tgm3	protein_coding
ENSMUSG00000027403	Tgm6	protein_coding
ENSMUSG00000027404	Snrpb	protein_coding
ENSMUSG00000060332	Tmc2	protein_coding
ENSMUSG00000027405	Nop56	protein_coding
ENSMUSG00000027406	Idh3b	protein_coding
ENSMUSG00000053552	Ebf4	protein_coding
ENSMUSG00000027408	Cpxm1	protein_coding
ENSMUSG00000100963	Gm28372	protein_coding
ENSMUSG00000027409	1700020A23Rik	protein_coding
ENSMUSG00000049692	Tmem239	protein_coding
ENSMUSG00000037773	Pced1a	protein_coding
ENSMUSG00000027411	Vps16	protein_coding
ENSMUSG00000027303	Ptpra	protein_coding
ENSMUSG00000037740	Mrps26	protein_coding
ENSMUSG00000027301	Oxt	protein_coding
ENSMUSG00000037727	Avp	protein_coding
ENSMUSG00000027300	Ubox5	protein_coding
ENSMUSG00000079043	Fastkd5	protein_coding
ENSMUSG00000037703	Lzts3	protein_coding
ENSMUSG00000068290	Ddrgk1	protein_coding
ENSMUSG00000074797	Itpa	protein_coding
ENSMUSG00000074796	Slc4a11	protein_coding
ENSMUSG00000027309	4930402H24Rik	protein_coding
ENSMUSG00000027312	Atrn	protein_coding
ENSMUSG00000027316	Gfra4	protein_coding
ENSMUSG00000027318	Adam33	protein_coding
ENSMUSG00000027322	Siglec1	protein_coding
ENSMUSG00000074793	Hspa12b	protein_coding
ENSMUSG00000079039	Gm11037	protein_coding
ENSMUSG00000027327	1700037H04Rik	protein_coding
ENSMUSG00000027329	Spef1	protein_coding
ENSMUSG00000068267	Cenpb	protein_coding
ENSMUSG00000027330	Cdc25b	protein_coding
ENSMUSG00000068264	Ap5s1	protein_coding
ENSMUSG00000037523	Mavs	protein_coding
ENSMUSG00000037514	Pank2	protein_coding
ENSMUSG00000048911	Rnf24	protein_coding
ENSMUSG00000027333	Smox	protein_coding
ENSMUSG00000027335	Adra1d	protein_coding
ENSMUSG00000037482	Erv3	protein_coding
ENSMUSG00000079037	Prnp	protein_coding
ENSMUSG00000027338	Prnd	protein_coding
ENSMUSG00000027339	Rassf2	protein_coding
ENSMUSG00000027340	Slc23a2	protein_coding
ENSMUSG00000027341	Tmem230	protein_coding
ENSMUSG00000027342	Pcna	protein_coding
ENSMUSG00000058793	Cds2	protein_coding
ENSMUSG00000050558	Prokr2	protein_coding
ENSMUSG00000027346	Gpcpd1	protein_coding
ENSMUSG00000027350	Chgb	protein_coding
ENSMUSG00000037376	Trmt6	protein_coding
ENSMUSG00000027353	Mcm8	protein_coding
ENSMUSG00000027357	Crls1	protein_coding
ENSMUSG00000043110	Lrrn4	protein_coding
ENSMUSG00000027356	Fermt1	protein_coding
ENSMUSG00000027358	Bmp2	protein_coding
ENSMUSG00000027261	Hao1	protein_coding
ENSMUSG00000034723	Tmx4	protein_coding
ENSMUSG00000051177	Plcb1	protein_coding
ENSMUSG00000039943	Plcb4	protein_coding
ENSMUSG00000027270	Lamp5	protein_coding
ENSMUSG00000039913	Pak7	protein_coding
ENSMUSG00000074771	Ankef1	protein_coding
ENSMUSG00000027273	Snap25	protein_coding
ENSMUSG00000027274	Mkks	protein_coding
ENSMUSG00000027281	Slx4ip	protein_coding
ENSMUSG00000027276	Jag1	protein_coding
ENSMUSG00000062098	Btbd3	protein_coding
ENSMUSG00000039092	Sptlc3	protein_coding
ENSMUSG00000074766	Ism1	protein_coding
ENSMUSG00000039033	Tasp1	protein_coding
ENSMUSG00000045624	Esf1	protein_coding
ENSMUSG00000078197	Gm17374	protein_coding
ENSMUSG00000027384	Ndufaf5	protein_coding
ENSMUSG00000074764	Sel1l2	protein_coding
ENSMUSG00000068205	Macrod2	protein_coding
ENSMUSG00000051379	Flrt3	protein_coding
ENSMUSG00000038844	Kif16b	protein_coding
ENSMUSG00000008333	Snrpb2	protein_coding
ENSMUSG00000027416	Otor	protein_coding
ENSMUSG00000027419	Pcsk2	protein_coding
ENSMUSG00000027420	Bfsp1	protein_coding
ENSMUSG00000015932	Dstn	protein_coding
ENSMUSG00000027422	Rrbp1	protein_coding
ENSMUSG00000037307	Banf2	protein_coding
ENSMUSG00000027423	Snx5	protein_coding
ENSMUSG00000027424	Mgme1	protein_coding
ENSMUSG00000037279	Ovol2	protein_coding
ENSMUSG00000098387	Pet117	protein_coding
ENSMUSG00000037259	Dzank1	protein_coding
ENSMUSG00000027427	Polr3f	protein_coding
ENSMUSG00000027428	Rbbp9	protein_coding
ENSMUSG00000027429	Sec23b	protein_coding
ENSMUSG00000027430	Dtd1	protein_coding
ENSMUSG00000027431	Scp2d1	protein_coding
ENSMUSG00000063873	Slc24a3	protein_coding
ENSMUSG00000001768	Rin2	protein_coding
ENSMUSG00000002728	Naa20	protein_coding
ENSMUSG00000001767	Crnkl1	protein_coding
ENSMUSG00000037143	Cfap61	protein_coding
ENSMUSG00000068154	Insm1	protein_coding
ENSMUSG00000037110	Ralgapa2	protein_coding
ENSMUSG00000074749	Kiz	protein_coding
ENSMUSG00000027433	Xrn2	protein_coding
ENSMUSG00000054160	Nkx2-4	protein_coding
ENSMUSG00000027434	Nkx2-2	protein_coding
ENSMUSG00000037034	Pax1	protein_coding
ENSMUSG00000037025	Foxa2	protein_coding
ENSMUSG00000037014	Sstr4	protein_coding
ENSMUSG00000074743	Thbd	protein_coding
ENSMUSG00000027435	Cd93	protein_coding
ENSMUSG00000036992	Nxt1	protein_coding
ENSMUSG00000027439	Gzf1	protein_coding
ENSMUSG00000027438	Napb	protein_coding
ENSMUSG00000055177	Cstl1	protein_coding
ENSMUSG00000036958	Cst11	protein_coding
ENSMUSG00000027443	Cst12	protein_coding
ENSMUSG00000027442	Cst8	protein_coding
ENSMUSG00000036924	Cst13	protein_coding
ENSMUSG00000027445	Cst9	protein_coding
ENSMUSG00000027447	Cst3	protein_coding
ENSMUSG00000063507	Gm1330	protein_coding
ENSMUSG00000033156	Cst10	protein_coding
ENSMUSG00000074736	Syndig1	protein_coding
ENSMUSG00000068134	Zfp120	protein_coding
ENSMUSG00000074837	Gm10770	protein_coding
ENSMUSG00000079009	Gm14139	protein_coding
ENSMUSG00000060336	Zfp937	protein_coding
ENSMUSG00000074735	Gm21994	protein_coding
ENSMUSG00000079008	Gm14124	protein_coding
ENSMUSG00000063364	3300002I08Rik	protein_coding
ENSMUSG00000095315	Gm10130	protein_coding
ENSMUSG00000068130	Zfp442	protein_coding
ENSMUSG00000074731	Zfp345	protein_coding
ENSMUSG00000068129	Cst7	protein_coding
ENSMUSG00000033096	Apmap	protein_coding
ENSMUSG00000027452	Acss1	protein_coding
ENSMUSG00000033080	Vsx1	protein_coding
ENSMUSG00000033068	Entpd6	protein_coding
ENSMUSG00000033059	Pygb	protein_coding
ENSMUSG00000032046	Abhd12	protein_coding
ENSMUSG00000027454	Gins1	protein_coding
ENSMUSG00000068115	Ninl	protein_coding
ENSMUSG00000053916	Nanp	protein_coding
ENSMUSG00000079006	Gm14151	protein_coding
ENSMUSG00000079005	Gm14147	protein_coding
ENSMUSG00000061525	4921509C19Rik	protein_coding
ENSMUSG00000027455	Nsfl1c	protein_coding
ENSMUSG00000032966	Fkbp1a	protein_coding
ENSMUSG00000027456	Sdcbp2	protein_coding
ENSMUSG00000027457	Snph	protein_coding
ENSMUSG00000074704	Rad21l	protein_coding
ENSMUSG00000087035	Tmem74bos	protein_coding
ENSMUSG00000044364	Tmem74b	protein_coding
ENSMUSG00000032869	Psmf1	protein_coding
ENSMUSG00000032852	Rspo4	protein_coding
ENSMUSG00000027460	Angpt4	protein_coding
ENSMUSG00000027459	Fam110a	protein_coding
ENSMUSG00000027463	Slc52a3	protein_coding
ENSMUSG00000060257	Scrt2	protein_coding
ENSMUSG00000032802	Srxn1	protein_coding
ENSMUSG00000068079	Tcf15	protein_coding
ENSMUSG00000074698	Csnk2a1	protein_coding
ENSMUSG00000027465	Tbc1d20	protein_coding
ENSMUSG00000027466	Rbck1	protein_coding
ENSMUSG00000032715	Trib3	protein_coding
ENSMUSG00000059361	Nrsn2	protein_coding
ENSMUSG00000051817	Sox12	protein_coding
ENSMUSG00000074682	Zcchc3	protein_coding
ENSMUSG00000032680	6820408C15Rik	protein_coding
ENSMUSG00000074681	Defb23	protein_coding
ENSMUSG00000049560	Defb20	protein_coding
ENSMUSG00000027468	Defb22	protein_coding
ENSMUSG00000074680	Defb26	protein_coding
ENSMUSG00000074679	Defb28	protein_coding
ENSMUSG00000044249	Defb29	protein_coding
ENSMUSG00000090485	Gm17416	protein_coding
ENSMUSG00000056544	Defb21	protein_coding
ENSMUSG00000050645	Defb19	protein_coding
ENSMUSG00000062124	Defb45	protein_coding
ENSMUSG00000044863	Defb36	protein_coding
ENSMUSG00000074678	Defb25	protein_coding
ENSMUSG00000000359	Rem1	protein_coding
ENSMUSG00000019188	H13	protein_coding
ENSMUSG00000042814	Mcts2	protein_coding
ENSMUSG00000042745	Id1	protein_coding
ENSMUSG00000009876	Cox4i2	protein_coding
ENSMUSG00000007659	Bcl2l1	protein_coding
ENSMUSG00000027469	Tpx2	protein_coding
ENSMUSG00000027470	Mylk2	protein_coding
ENSMUSG00000074676	Foxs1	protein_coding
ENSMUSG00000042662	Dusp15	protein_coding
ENSMUSG00000074673	Ttll9	protein_coding
ENSMUSG00000027472	Pdrg1	protein_coding
ENSMUSG00000042631	Xkr7	protein_coding
ENSMUSG00000027474	Ccm2l	protein_coding
ENSMUSG00000003283	Hck	protein_coding
ENSMUSG00000068040	Tm9sf4	protein_coding
ENSMUSG00000074671	Tspyl3	protein_coding
ENSMUSG00000051413	Plagl2	protein_coding
ENSMUSG00000046020	Pofut1	protein_coding
ENSMUSG00000027475	Kif3b	protein_coding
ENSMUSG00000042548	Asxl1	protein_coding
ENSMUSG00000061411	Nol4l	protein_coding
ENSMUSG00000079001	4930404H24Rik	protein_coding
ENSMUSG00000056941	Commd7	protein_coding
ENSMUSG00000027478	Dnmt3b	protein_coding
ENSMUSG00000027479	Mapre1	protein_coding
ENSMUSG00000044083	Efcab8	protein_coding
ENSMUSG00000027480	Sun5	protein_coding
ENSMUSG00000027481	Bpifb2	protein_coding
ENSMUSG00000068009	Bpifb6	protein_coding
ENSMUSG00000068008	Bpifb3	protein_coding
ENSMUSG00000074665	Bpifb4	protein_coding
ENSMUSG00000078998	Bpifa6	protein_coding
ENSMUSG00000042459	Bpifa2	protein_coding
ENSMUSG00000027482	Bpifa3	protein_coding
ENSMUSG00000027483	Bpifa1	protein_coding
ENSMUSG00000027484	Bpifa5	protein_coding
ENSMUSG00000027485	Bpifb1	protein_coding
ENSMUSG00000038572	Bpifb5	protein_coding
ENSMUSG00000067998	Bpifb9a	protein_coding
ENSMUSG00000067996	Bpifb9b	protein_coding
ENSMUSG00000027487	Cdk5rap1	protein_coding
ENSMUSG00000027488	Snta1	protein_coding
ENSMUSG00000038533	Cbfa2t2	protein_coding
ENSMUSG00000027489	Necab3	protein_coding
ENSMUSG00000038523	1700003F12Rik	protein_coding
ENSMUSG00000078129	Actl10	protein_coding
ENSMUSG00000027490	E2f1	protein_coding
ENSMUSG00000000876	Pxmp4	protein_coding
ENSMUSG00000059842	Zfp341	protein_coding
ENSMUSG00000038467	Chmp4b	protein_coding
ENSMUSG00000098640	Gm14214	protein_coding
ENSMUSG00000027593	Raly	protein_coding
ENSMUSG00000027596	a	protein_coding
ENSMUSG00000074656	Eif2s2	protein_coding
ENSMUSG00000084897	Gm14226	protein_coding
ENSMUSG00000027597	Ahcy	protein_coding
ENSMUSG00000027598	Itch	protein_coding
ENSMUSG00000047459	Dynlrb1	protein_coding
ENSMUSG00000027602	Map1lc3a	protein_coding
ENSMUSG00000038383	Pigu	protein_coding
ENSMUSG00000038375	Trp53inp2	protein_coding
ENSMUSG00000038369	Ncoa6	protein_coding
ENSMUSG00000027603	Ggt7	protein_coding
ENSMUSG00000027605	Acss2	protein_coding
ENSMUSG00000027610	Gss	protein_coding
ENSMUSG00000074652	Myh7b	protein_coding
ENSMUSG00000038324	Trpc4ap	protein_coding
ENSMUSG00000038312	Edem2	protein_coding
ENSMUSG00000092123	Gm17581	protein_coding
ENSMUSG00000027611	Procr	protein_coding
ENSMUSG00000027612	Mmp24	protein_coding
ENSMUSG00000074649	BC029722	protein_coding
ENSMUSG00000027613	Eif6	protein_coding
ENSMUSG00000074647	Fam83c	protein_coding
ENSMUSG00000005882	Uqcc1	protein_coding
ENSMUSG00000078972	Gm15557	protein_coding
ENSMUSG00000038259	Gdf5	protein_coding
ENSMUSG00000038241	Cep250	protein_coding
ENSMUSG00000074646	6430550D23Rik	protein_coding
ENSMUSG00000005881	Ergic3	protein_coding
ENSMUSG00000013338	Fer1l4	protein_coding
ENSMUSG00000038180	Spag4	protein_coding
ENSMUSG00000074643	Cpne1	protein_coding
ENSMUSG00000098950	Gm28036	protein_coding
ENSMUSG00000089824	Rbm12	protein_coding
ENSMUSG00000027618	Nfs1	protein_coding
ENSMUSG00000067847	Romo1	protein_coding
ENSMUSG00000027620	Rbm39	protein_coding
ENSMUSG00000038116	Phf20	protein_coding
ENSMUSG00000046229	Scand1	protein_coding
ENSMUSG00000038085	Cnbd2	protein_coding
ENSMUSG00000027624	Epb41l1	protein_coding
ENSMUSG00000027628	Aar2	protein_coding
ENSMUSG00000061689	Dlgap4	protein_coding
ENSMUSG00000067818	Myl9	protein_coding
ENSMUSG00000062175	Tgif2	protein_coding
ENSMUSG00000027636	Sla2	protein_coding
ENSMUSG00000027634	Ndrg3	protein_coding
ENSMUSG00000027635	Dsn1	protein_coding
ENSMUSG00000055485	Soga1	protein_coding
ENSMUSG00000074628	Tldc2	protein_coding
ENSMUSG00000027639	Samhd1	protein_coding
ENSMUSG00000027641	Rbl1	protein_coding
ENSMUSG00000074627	Mroh8	protein_coding
ENSMUSG00000027642	Rpn2	protein_coding
ENSMUSG00000027643	Ghrh	protein_coding
ENSMUSG00000063019	Manbal	protein_coding
ENSMUSG00000027646	Src	protein_coding
ENSMUSG00000067787	Blcap	protein_coding
ENSMUSG00000067786	Nnat	protein_coding
ENSMUSG00000027649	Ctnnbl1	protein_coding
ENSMUSG00000037843	Vstm2l	protein_coding
ENSMUSG00000027650	Tti1	protein_coding
ENSMUSG00000027651	Rprd1b	protein_coding
ENSMUSG00000037820	Tgm2	protein_coding
ENSMUSG00000037813	D630003M21Rik	protein_coding
ENSMUSG00000052922	Bpi	protein_coding
ENSMUSG00000016024	Lbp	protein_coding
ENSMUSG00000044349	Snhg11	protein_coding
ENSMUSG00000027652	Ralgapb	protein_coding
ENSMUSG00000044405	Adig	protein_coding
ENSMUSG00000074625	Arhgap40	protein_coding
ENSMUSG00000037771	Slc32a1	protein_coding
ENSMUSG00000037761	Actr5	protein_coding
ENSMUSG00000037754	Ppp1r16b	protein_coding
ENSMUSG00000027654	Fam83d	protein_coding
ENSMUSG00000027655	Dhx35	protein_coding
ENSMUSG00000074623	Gm826	protein_coding
ENSMUSG00000074622	Mafb	protein_coding
ENSMUSG00000070544	Top1	protein_coding
ENSMUSG00000016933	Plcg1	protein_coding
ENSMUSG00000035877	Zhx3	protein_coding
ENSMUSG00000027412	Lpin3	protein_coding
ENSMUSG00000050700	Emilin3	protein_coding
ENSMUSG00000057133	Chd6	protein_coding
ENSMUSG00000053141	Ptprt	protein_coding
ENSMUSG00000016921	Srsf6	protein_coding
ENSMUSG00000035576	L3mbtl1	protein_coding
ENSMUSG00000017868	Sgk2	protein_coding
ENSMUSG00000017858	Ift52	protein_coding
ENSMUSG00000017861	Mybl2	protein_coding
