ensembl_gene_id	mgi_symbol	gene_biotype
ENSMUSG00000022075	Rhobtb2	protein_coding
ENSMUSG00000022085	Pebp4	protein_coding
ENSMUSG00000033730	Egr3	protein_coding
ENSMUSG00000022089	Bin3	protein_coding
ENSMUSG00000033712	Ccar2	protein_coding
ENSMUSG00000044551	9930012K11Rik	protein_coding
ENSMUSG00000022090	Pdlim2	protein_coding
ENSMUSG00000022091	Sorbs3	protein_coding
ENSMUSG00000022092	Ppp3cc	protein_coding
ENSMUSG00000022094	Slc39a14	protein_coding
ENSMUSG00000033644	Piwil2	protein_coding
ENSMUSG00000000776	Polr3d	protein_coding
ENSMUSG00000003469	Phyhip	protein_coding
ENSMUSG00000022098	Bmp1	protein_coding
ENSMUSG00000022097	Sftpc	protein_coding
ENSMUSG00000033595	Lgi3	protein_coding
ENSMUSG00000033589	Reep4	protein_coding
ENSMUSG00000022096	Hr	protein_coding
ENSMUSG00000045211	Nudt18	protein_coding
ENSMUSG00000022095	Fam160b2	protein_coding
ENSMUSG00000022099	Dmtn	protein_coding
ENSMUSG00000022101	Fgf17	protein_coding
ENSMUSG00000047911	Npm2	protein_coding
ENSMUSG00000022100	Xpo7	protein_coding
ENSMUSG00000022102	Dok2	protein_coding
ENSMUSG00000022103	Gfra2	protein_coding
ENSMUSG00000033487	Fndc3a	protein_coding
ENSMUSG00000033470	Cysltr2	protein_coding
ENSMUSG00000022106	Rcbtb2	protein_coding
ENSMUSG00000022105	Rb1	protein_coding
ENSMUSG00000033446	Lpar6	protein_coding
ENSMUSG00000022108	Itm2b	protein_coding
ENSMUSG00000022109	Med4	protein_coding
ENSMUSG00000033405	Nudt15	protein_coding
ENSMUSG00000022110	Sucla2	protein_coding
ENSMUSG00000096463	Gm21750	protein_coding
ENSMUSG00000034997	Htr2a	protein_coding
ENSMUSG00000021996	Esd	protein_coding
ENSMUSG00000068015	Lrch1	protein_coding
ENSMUSG00000021997	Lrrc63	protein_coding
ENSMUSG00000021998	Lcp1	protein_coding
ENSMUSG00000021999	Cpb2	protein_coding
ENSMUSG00000022000	Zc3h13	protein_coding
ENSMUSG00000091722	Siah3	protein_coding
ENSMUSG00000034913	Spert	protein_coding
ENSMUSG00000022002	Erich6b	protein_coding
ENSMUSG00000034893	Cog3	protein_coding
ENSMUSG00000022003	Slc25a30	protein_coding
ENSMUSG00000060126	Tpt1	protein_coding
ENSMUSG00000067995	Gtf2f2	protein_coding
ENSMUSG00000046523	Kctd4	protein_coding
ENSMUSG00000022008	Gpalpp1	protein_coding
ENSMUSG00000022009	Nufip1	protein_coding
ENSMUSG00000022010	Tsc22d1	protein_coding
ENSMUSG00000052584	Serp2	protein_coding
ENSMUSG00000044350	Lacc1	protein_coding
ENSMUSG00000034795	Ccdc122	protein_coding
ENSMUSG00000022012	Enox1	protein_coding
ENSMUSG00000022013	Dnajc15	protein_coding
ENSMUSG00000022014	Epsti1	protein_coding
ENSMUSG00000045655	Fam216b	protein_coding
ENSMUSG00000022015	Tnfsf11	protein_coding
ENSMUSG00000022016	Akap11	protein_coding
ENSMUSG00000034731	Dgkh	protein_coding
ENSMUSG00000058997	Vwa8	protein_coding
ENSMUSG00000071262	Zfp957	protein_coding
ENSMUSG00000022018	Rgcc	protein_coding
ENSMUSG00000022020	Naa16	protein_coding
ENSMUSG00000022022	Mtrf1	protein_coding
ENSMUSG00000043881	Kbtbd7	protein_coding
ENSMUSG00000075502	Kbtbd6	protein_coding
ENSMUSG00000022023	Wbp4	protein_coding
ENSMUSG00000036461	Elf1	protein_coding
ENSMUSG00000022024	Sugt1	protein_coding
ENSMUSG00000036422	Pcdh8	protein_coding
ENSMUSG00000022026	Olfm4	protein_coding
ENSMUSG00000035566	Pcdh17	protein_coding
ENSMUSG00000022021	Diaph3	protein_coding
ENSMUSG00000022019	Tdrd3	protein_coding
ENSMUSG00000050505	Pcdh20	protein_coding
ENSMUSG00000055421	Pcdh9	protein_coding
ENSMUSG00000034689	4921530L21Rik	protein_coding
ENSMUSG00000022076	Klhl1	protein_coding
ENSMUSG00000055639	Dach1	protein_coding
ENSMUSG00000033186	Mzt1	protein_coding
ENSMUSG00000022070	Bora	protein_coding
ENSMUSG00000033166	Dis3	protein_coding
ENSMUSG00000022064	Pibf1	protein_coding
ENSMUSG00000005148	Klf5	protein_coding
ENSMUSG00000072294	Klf12	protein_coding
ENSMUSG00000042888	Prr30	protein_coding
ENSMUSG00000033083	Tbc1d4	protein_coding
ENSMUSG00000075486	Commd6	protein_coding
ENSMUSG00000022111	Uchl3	protein_coding
ENSMUSG00000033060	Lmo7	protein_coding
ENSMUSG00000098557	Kctd12	protein_coding
ENSMUSG00000022125	Cln5	protein_coding
ENSMUSG00000022124	Fbxl3	protein_coding
ENSMUSG00000033004	Mycbp2	protein_coding
ENSMUSG00000022123	Scel	protein_coding
ENSMUSG00000055717	Slain1	protein_coding
ENSMUSG00000022122	Ednrb	protein_coding
ENSMUSG00000048349	Pou4f1	protein_coding
ENSMUSG00000022120	Rnf219	protein_coding
ENSMUSG00000022119	Rbm26	protein_coding
ENSMUSG00000053253	Ndfip2	protein_coding
ENSMUSG00000022114	Spry2	protein_coding
ENSMUSG00000022113	Trim52	protein_coding
ENSMUSG00000075478	Slitrk1	protein_coding
ENSMUSG00000045871	Slitrk6	protein_coding
ENSMUSG00000033214	Slitrk5	protein_coding
ENSMUSG00000058126	Tpm3-rs7	protein_coding
ENSMUSG00000022112	Gpc5	protein_coding
ENSMUSG00000058571	Gpc6	protein_coding
ENSMUSG00000022129	Dct	protein_coding
ENSMUSG00000022130	Tgds	protein_coding
ENSMUSG00000022131	Gpr180	protein_coding
ENSMUSG00000061517	Sox21	protein_coding
ENSMUSG00000092109	Gm9376	protein_coding
ENSMUSG00000032849	Abcc4	protein_coding
ENSMUSG00000022132	Cldn10	protein_coding
ENSMUSG00000042156	Dzip1	protein_coding
ENSMUSG00000022136	Dnajc3	protein_coding
ENSMUSG00000042104	Uggt2	protein_coding
ENSMUSG00000053465	Hs6st3	protein_coding
ENSMUSG00000044819	Oxgr1	protein_coding
ENSMUSG00000022139	Mbnl2	protein_coding
ENSMUSG00000051615	Rap2a	protein_coding
ENSMUSG00000030662	Ipo5	protein_coding
ENSMUSG00000025555	Farp1	protein_coding
ENSMUSG00000063410	Stk24	protein_coding
ENSMUSG00000025557	Slc15a1	protein_coding
ENSMUSG00000025558	Dock9	protein_coding
ENSMUSG00000041765	Ubac2	protein_coding
ENSMUSG00000050350	Gpr18	protein_coding
ENSMUSG00000051212	Gpr183	protein_coding
ENSMUSG00000071229	Timm8a2	protein_coding
ENSMUSG00000025544	Tm9sf2	protein_coding
ENSMUSG00000025545	Clybl	protein_coding
ENSMUSG00000041703	Zic5	protein_coding
ENSMUSG00000061524	Zic2	protein_coding
ENSMUSG00000041650	Pcca	protein_coding
ENSMUSG00000041625	Ggact	protein_coding
ENSMUSG00000041594	Tmtc4	protein_coding
ENSMUSG00000000197	Nalcn	protein_coding
ENSMUSG00000032925	Itgbl1	protein_coding
ENSMUSG00000025551	Fgf14	protein_coding
ENSMUSG00000091028	Gm10722	protein_coding
ENSMUSG00000096385	Gm11168	protein_coding
ENSMUSG00000096519	Gm10721	protein_coding
ENSMUSG00000074564	Gm10720	protein_coding
ENSMUSG00000095547	Gm10719	protein_coding
ENSMUSG00000095186	Gm10718	protein_coding
ENSMUSG00000095891	Gm10717	protein_coding
ENSMUSG00000096736	Gm17535	protein_coding
ENSMUSG00000096201	Gm10715	protein_coding
ENSMUSG00000025899	Alkbh8	protein_coding
ENSMUSG00000025898	Cwf19l2	protein_coding
ENSMUSG00000041624	Gucy1a2	protein_coding
ENSMUSG00000025894	Aasdhppt	protein_coding
ENSMUSG00000025893	Kbtbd3	protein_coding
ENSMUSG00000041124	Msantd4	protein_coding
ENSMUSG00000025892	Gria4	protein_coding
ENSMUSG00000025888	Casp1	protein_coding
ENSMUSG00000033538	Casp4	protein_coding
ENSMUSG00000025887	Casp12	protein_coding
ENSMUSG00000032006	Pdgfd	protein_coding
ENSMUSG00000047619	Ddi1	protein_coding
ENSMUSG00000047193	Dync2h1	protein_coding
ENSMUSG00000032002	Dcun1d5	protein_coding
ENSMUSG00000050578	Mmp13	protein_coding
ENSMUSG00000049723	Mmp12	protein_coding
ENSMUSG00000041620	Mmp1b	protein_coding
ENSMUSG00000043613	Mmp3	protein_coding
ENSMUSG00000047562	Mmp10	protein_coding
ENSMUSG00000005800	Mmp8	protein_coding
ENSMUSG00000070323	Mmp27	protein_coding
ENSMUSG00000018620	Mmp20	protein_coding
ENSMUSG00000018623	Mmp7	protein_coding
ENSMUSG00000050912	Tmem123	protein_coding
ENSMUSG00000057367	Birc2	protein_coding
ENSMUSG00000032000	Birc3	protein_coding
ENSMUSG00000053110	Yap1	protein_coding
ENSMUSG00000040729	Cep126	protein_coding
ENSMUSG00000031997	Trpc6	protein_coding
ENSMUSG00000031870	Pgr	protein_coding
ENSMUSG00000050730	Arhgap42	protein_coding
ENSMUSG00000039488	Cntn5	protein_coding
ENSMUSG00000079083	Jrkl	protein_coding
ENSMUSG00000079084	Ccdc82	protein_coding
ENSMUSG00000090592	Gm17571	protein_coding
ENSMUSG00000031925	Maml2	protein_coding
ENSMUSG00000031918	Mtmr2	protein_coding
ENSMUSG00000031922	Cep57	protein_coding
ENSMUSG00000037808	Fam76b	protein_coding
ENSMUSG00000032009	Sesn3	protein_coding
ENSMUSG00000037419	Endod1	protein_coding
ENSMUSG00000053914	Kdm4d	protein_coding
ENSMUSG00000004096	Cwc15	protein_coding
ENSMUSG00000013076	Amotl1	protein_coding
ENSMUSG00000036912	Piwil4	protein_coding
ENSMUSG00000049307	Fut4	protein_coding
ENSMUSG00000031927	1700012B09Rik	protein_coding
ENSMUSG00000031931	Ankrd49	protein_coding
ENSMUSG00000031928	Mre11a	protein_coding
ENSMUSG00000031932	Gpr83	protein_coding
ENSMUSG00000031933	Izumo1r	protein_coding
ENSMUSG00000031934	Panx1	protein_coding
ENSMUSG00000031936	Hephl1	protein_coding
ENSMUSG00000031937	Vstm5	protein_coding
ENSMUSG00000031935	Med17	protein_coding
ENSMUSG00000031938	4931406C07Rik	protein_coding
ENSMUSG00000031939	Taf1d	protein_coding
ENSMUSG00000046111	Cep295	protein_coding
ENSMUSG00000058173	Smco4	protein_coding
ENSMUSG00000043885	Slc36a4	protein_coding
ENSMUSG00000050901	Mtnr1b	protein_coding
ENSMUSG00000074505	Fat3	protein_coding
ENSMUSG00000001774	Chordc1	protein_coding
ENSMUSG00000043943	Naalad2	protein_coding
ENSMUSG00000074502	Ubtfl1	protein_coding
ENSMUSG00000047508	Mbd3l2	protein_coding
ENSMUSG00000074500	Zfp558	protein_coding
ENSMUSG00000038691	Mbd3l1	protein_coding
ENSMUSG00000109564	Muc16	protein_coding
ENSMUSG00000054141	Olfr24	protein_coding
ENSMUSG00000078116	Olfr828	protein_coding
ENSMUSG00000051414	Olfr829	protein_coding
ENSMUSG00000062868	Olfr830	protein_coding
ENSMUSG00000095957	Olfr832	protein_coding
ENSMUSG00000095525	Olfr834	protein_coding
ENSMUSG00000045204	Olfr835	protein_coding
ENSMUSG00000059303	Olfr836	protein_coding
ENSMUSG00000048391	Olfr843	protein_coding
ENSMUSG00000049229	Olfr844	protein_coding
ENSMUSG00000061614	Olfr845	protein_coding
ENSMUSG00000058692	Olfr846	protein_coding
ENSMUSG00000059821	Olfr847	protein_coding
ENSMUSG00000052182	Olfr849	protein_coding
ENSMUSG00000094535	Olfr850	protein_coding
ENSMUSG00000052625	Olfr851	protein_coding
ENSMUSG00000051160	Olfr853	protein_coding
ENSMUSG00000095667	Olfr854	protein_coding
ENSMUSG00000043087	Olfr855	protein_coding
ENSMUSG00000057551	Zfp317	protein_coding
ENSMUSG00000094678	Olfr857	protein_coding
ENSMUSG00000058659	Olfr58	protein_coding
ENSMUSG00000095448	Olfr859	protein_coding
ENSMUSG00000066905	Olfr860	protein_coding
ENSMUSG00000063842	Olfr862	protein_coding
ENSMUSG00000051118	Olfr77	protein_coding
ENSMUSG00000050803	Olfr866	protein_coding
ENSMUSG00000044454	Olfr867	protein_coding
ENSMUSG00000044106	Olfr868	protein_coding
ENSMUSG00000058491	Olfr869	protein_coding
ENSMUSG00000066899	Olfr870	protein_coding
ENSMUSG00000061457	Olfr871	protein_coding
ENSMUSG00000066897	Olfr872	protein_coding
ENSMUSG00000059623	Olfr39	protein_coding
ENSMUSG00000049028	Olfr873	protein_coding
ENSMUSG00000066896	Olfr18	protein_coding
ENSMUSG00000045519	Zfp560	protein_coding
ENSMUSG00000063108	Zfp26	protein_coding
ENSMUSG00000059475	Zfp426	protein_coding
ENSMUSG00000060510	Zfp266	protein_coding
ENSMUSG00000058192	Zfp846	protein_coding
ENSMUSG00000066892	Fbxl12	protein_coding
ENSMUSG00000084786	Ubl5	protein_coding
ENSMUSG00000032171	Pin1	protein_coding
ENSMUSG00000032172	Olfm2	protein_coding
ENSMUSG00000004098	Col5a3	protein_coding
ENSMUSG00000053773	Rdh8	protein_coding
ENSMUSG00000038884	A230050P20Rik	protein_coding
ENSMUSG00000038742	Angptl6	protein_coding
ENSMUSG00000004100	Ppan	protein_coding
ENSMUSG00000070319	Eif3g	protein_coding
ENSMUSG00000004099	Dnmt1	protein_coding
ENSMUSG00000043895	S1pr2	protein_coding
ENSMUSG00000003299	Mrpl4	protein_coding
ENSMUSG00000037405	Icam1	protein_coding
ENSMUSG00000001014	Icam4	protein_coding
ENSMUSG00000032174	Icam5	protein_coding
ENSMUSG00000079681	Zglp1	protein_coding
ENSMUSG00000079677	Fdx1l	protein_coding
ENSMUSG00000010205	Raver1	protein_coding
ENSMUSG00000032175	Tyk2	protein_coding
ENSMUSG00000019471	Cdc37	protein_coding
ENSMUSG00000032177	Pde4a	protein_coding
ENSMUSG00000003308	Keap1	protein_coding
ENSMUSG00000045087	S1pr5	protein_coding
ENSMUSG00000002820	Atg4d	protein_coding
ENSMUSG00000035047	Kri1	protein_coding
ENSMUSG00000096472	Cdkn2d	protein_coding
ENSMUSG00000003309	Ap1m2	protein_coding
ENSMUSG00000057193	Slc44a2	protein_coding
ENSMUSG00000032178	Ilf3	protein_coding
ENSMUSG00000002825	Qtrt1	protein_coding
ENSMUSG00000033335	Dnm2	protein_coding
ENSMUSG00000032180	Tmed1	protein_coding
ENSMUSG00000057191	AB124611	protein_coding
ENSMUSG00000032185	Carm1	protein_coding
ENSMUSG00000032182	Yipf2	protein_coding
ENSMUSG00000032187	Smarca4	protein_coding
ENSMUSG00000032193	Ldlr	protein_coding
ENSMUSG00000074476	Spc24	protein_coding
ENSMUSG00000032194	Kank2	protein_coding
ENSMUSG00000032198	Dock6	protein_coding
ENSMUSG00000047822	Angptl8	protein_coding
ENSMUSG00000019066	Rab3d	protein_coding
ENSMUSG00000040883	Tmem205	protein_coding
ENSMUSG00000006241	Ccdc159	protein_coding
ENSMUSG00000040563	Plppr2	protein_coding
ENSMUSG00000051238	Swsap1	protein_coding
ENSMUSG00000006235	Epor	protein_coding
ENSMUSG00000040146	Rgl3	protein_coding
ENSMUSG00000039632	Ccdc151	protein_coding
ENSMUSG00000003402	Prkcsh	protein_coding
ENSMUSG00000003410	Elavl3	protein_coding
ENSMUSG00000038895	Zfp653	protein_coding
ENSMUSG00000066839	Ecsit	protein_coding
ENSMUSG00000001349	Cnn1	protein_coding
ENSMUSG00000013822	Elof1	protein_coding
ENSMUSG00000001348	Acp5	protein_coding
ENSMUSG00000010607	Pigyl	protein_coding
ENSMUSG00000074472	Zfp872	protein_coding
ENSMUSG00000057982	Zfp809	protein_coding
ENSMUSG00000062794	Zfp599	protein_coding
ENSMUSG00000066829	Zfp810	protein_coding
ENSMUSG00000036777	Anln	protein_coding
ENSMUSG00000036411	9530077C05Rik	protein_coding
ENSMUSG00000032239	Rp9	protein_coding
ENSMUSG00000091159	Gm17545	protein_coding
ENSMUSG00000035919	Bbs9	protein_coding
ENSMUSG00000031963	Bmper	protein_coding
ENSMUSG00000043659	Npsr1	protein_coding
ENSMUSG00000043067	Dpy19l1	protein_coding
ENSMUSG00000085576	Dpy19l2	protein_coding
ENSMUSG00000047995	Cypt4	protein_coding
ENSMUSG00000031965	Tbx20	protein_coding
ENSMUSG00000066810	Gm10181	protein_coding
ENSMUSG00000008429	Herpud2	protein_coding
ENSMUSG00000001833	Sept7	protein_coding
ENSMUSG00000036611	Eepd1	protein_coding
ENSMUSG00000045994	B3gat1	protein_coding
ENSMUSG00000036395	Glb1l2	protein_coding
ENSMUSG00000031966	Glb1l3	protein_coding
ENSMUSG00000079644	Gm1110	protein_coding
ENSMUSG00000031969	Acad8	protein_coding
ENSMUSG00000035443	Thyn1	protein_coding
ENSMUSG00000031988	Vps26b	protein_coding
ENSMUSG00000035024	Ncapd3	protein_coding
ENSMUSG00000031990	Jam3	protein_coding
ENSMUSG00000034275	Igsf9b	protein_coding
ENSMUSG00000031991	Spata19	protein_coding
ENSMUSG00000062257	Opcml	protein_coding
ENSMUSG00000059974	Ntm	protein_coding
ENSMUSG00000031993	Snx19	protein_coding
ENSMUSG00000033453	Adamts15	protein_coding
ENSMUSG00000031994	Adamts8	protein_coding
ENSMUSG00000047412	Zbtb44	protein_coding
ENSMUSG00000031995	St14	protein_coding
ENSMUSG00000031996	Aplp2	protein_coding
ENSMUSG00000042496	Prdm10	protein_coding
ENSMUSG00000042185	Nfrkb	protein_coding
ENSMUSG00000041737	Tmem45b	protein_coding
ENSMUSG00000032033	Barx2	protein_coding
ENSMUSG00000041444	Arhgap32	protein_coding
ENSMUSG00000032034	Kcnj5	protein_coding
ENSMUSG00000041248	Kcnj1	protein_coding
ENSMUSG00000016087	Fli1	protein_coding
ENSMUSG00000032035	Ets1	protein_coding
ENSMUSG00000032036	Kirrel3	protein_coding
ENSMUSG00000032038	St3gal4	protein_coding
ENSMUSG00000032040	Dcps	protein_coding
ENSMUSG00000032041	Tirap	protein_coding
ENSMUSG00000032042	Srpr	protein_coding
ENSMUSG00000039048	Foxred1	protein_coding
ENSMUSG00000050471	Fam118b	protein_coding
ENSMUSG00000032044	Rpusd4	protein_coding
ENSMUSG00000038119	Cdon	protein_coding
ENSMUSG00000098590	Gm1113	protein_coding
ENSMUSG00000032101	Ddx25	protein_coding
ENSMUSG00000032103	Pus3	protein_coding
ENSMUSG00000050555	Hyls1	protein_coding
ENSMUSG00000074452	Pate2	protein_coding
ENSMUSG00000032099	Pate4	protein_coding
ENSMUSG00000098847	Gm27235	protein_coding
ENSMUSG00000091411	Gm5916	protein_coding
ENSMUSG00000032110	Acrv1	protein_coding
ENSMUSG00000032113	Chek1	protein_coding
ENSMUSG00000032116	Stt3a	protein_coding
ENSMUSG00000062762	Ei24	protein_coding
ENSMUSG00000032118	Fez1	protein_coding
ENSMUSG00000035934	Pknox2	protein_coding
ENSMUSG00000032121	Tmem218	protein_coding
ENSMUSG00000032122	Slc37a2	protein_coding
ENSMUSG00000034303	Ccdc15	protein_coding
ENSMUSG00000046240	Hepacam	protein_coding
ENSMUSG00000032125	Robo4	protein_coding
ENSMUSG00000032128	Robo3	protein_coding
ENSMUSG00000042138	Msantd2	protein_coding
ENSMUSG00000001946	Esam	protein_coding
ENSMUSG00000001943	Vsig2	protein_coding
ENSMUSG00000053310	Nrgn	protein_coding
ENSMUSG00000001948	Spa17	protein_coding
ENSMUSG00000001942	Siae	protein_coding
ENSMUSG00000011114	Tbrg1	protein_coding
ENSMUSG00000011118	Panx3	protein_coding
ENSMUSG00000061165	Olfr160	protein_coding
ENSMUSG00000063350	Olfr874	protein_coding
ENSMUSG00000058628	Olfr875	protein_coding
ENSMUSG00000066750	Olfr876	protein_coding
ENSMUSG00000066749	Olfr877	protein_coding
ENSMUSG00000066748	Olfr145	protein_coding
ENSMUSG00000066747	Olfr878	protein_coding
ENSMUSG00000060583	Olfr881	protein_coding
ENSMUSG00000094461	Olfr883	protein_coding
ENSMUSG00000095893	Olfr884	protein_coding
ENSMUSG00000096424	Olfr885	protein_coding
ENSMUSG00000096167	Olfr887	protein_coding
ENSMUSG00000095527	Olfr888	protein_coding
ENSMUSG00000096356	Olfr889	protein_coding
ENSMUSG00000096409	Olfr890	protein_coding
ENSMUSG00000045528	Olfr891	protein_coding
ENSMUSG00000093901	Olfr893	protein_coding
ENSMUSG00000070311	Olfr894	protein_coding
ENSMUSG00000094778	Olfr143	protein_coding
ENSMUSG00000096427	Olfr895	protein_coding
ENSMUSG00000058270	Olfr25	protein_coding
ENSMUSG00000094588	Olfr898	protein_coding
ENSMUSG00000049864	Olfr250	protein_coding
ENSMUSG00000096757	Olfr251	protein_coding
ENSMUSG00000049098	Olfr147	protein_coding
ENSMUSG00000052058	Olfr901	protein_coding
ENSMUSG00000049334	Olfr902	protein_coding
ENSMUSG00000094380	Olfr904	protein_coding
ENSMUSG00000096794	Olfr905	protein_coding
ENSMUSG00000039962	Olfr906	protein_coding
ENSMUSG00000094810	Olfr907	protein_coding
ENSMUSG00000062621	Olfr911-ps1	protein_coding
ENSMUSG00000059189	Olfr913	protein_coding
ENSMUSG00000047050	Olfr914	protein_coding
ENSMUSG00000094701	Olfr916	protein_coding
ENSMUSG00000063225	Olfr917	protein_coding
ENSMUSG00000046150	Olfr918	protein_coding
ENSMUSG00000056961	Olfr919	protein_coding
ENSMUSG00000023186	Vwa5a	protein_coding
ENSMUSG00000061039	Olfr920	protein_coding
ENSMUSG00000049926	Olfr921	protein_coding
ENSMUSG00000043911	Olfr922	protein_coding
ENSMUSG00000044798	Olfr923	protein_coding
ENSMUSG00000062103	Olfr924	protein_coding
ENSMUSG00000047667	Olfr26	protein_coding
ENSMUSG00000064333	Olfr926	protein_coding
ENSMUSG00000063221	Olfr930	protein_coding
ENSMUSG00000058515	Olfr933	protein_coding
ENSMUSG00000057424	Olfr934	protein_coding
ENSMUSG00000059595	Olfr935	protein_coding
ENSMUSG00000058820	Olfr146	protein_coding
ENSMUSG00000094182	Olfr937	protein_coding
ENSMUSG00000048501	Olfr938	protein_coding
ENSMUSG00000049708	Olfr27	protein_coding
ENSMUSG00000094970	Olfr943	protein_coding
ENSMUSG00000096555	Olfr944	protein_coding
ENSMUSG00000096109	Olfr1537	protein_coding
ENSMUSG00000063380	Olfr945	protein_coding
ENSMUSG00000057349	Olfr948	protein_coding
ENSMUSG00000094269	Olfr951	protein_coding
ENSMUSG00000058856	Olfr952	protein_coding
ENSMUSG00000094745	Olfr954	protein_coding
ENSMUSG00000063176	Olfr955	protein_coding
ENSMUSG00000062649	Olfr44	protein_coding
ENSMUSG00000095322	Olfr957	protein_coding
ENSMUSG00000050853	Olfr958	protein_coding
ENSMUSG00000059366	Olfr959	protein_coding
ENSMUSG00000038112	AW551984	protein_coding
ENSMUSG00000048299	Olfr148	protein_coding
ENSMUSG00000059867	Olfr960	protein_coding
ENSMUSG00000059106	Olfr961	protein_coding
ENSMUSG00000064110	Olfr963	protein_coding
ENSMUSG00000062121	Olfr149	protein_coding
ENSMUSG00000095839	Olfr965	protein_coding
ENSMUSG00000094353	Olfr150	protein_coding
ENSMUSG00000055820	Olfr967	protein_coding
ENSMUSG00000095903	Olfr968	protein_coding
ENSMUSG00000094254	Olfr969	protein_coding
ENSMUSG00000095774	Olfr970	protein_coding
ENSMUSG00000093934	Olfr971	protein_coding
ENSMUSG00000094449	Olfr972	protein_coding
ENSMUSG00000095390	Olfr229	protein_coding
ENSMUSG00000051493	Olfr974	protein_coding
ENSMUSG00000043331	Olfr975	protein_coding
ENSMUSG00000047352	Olfr976	protein_coding
ENSMUSG00000044292	Olfr978	protein_coding
ENSMUSG00000059473	Olfr979	protein_coding
ENSMUSG00000060254	Olfr980	protein_coding
ENSMUSG00000046678	Olfr981	protein_coding
ENSMUSG00000049010	Olfr982	protein_coding
ENSMUSG00000044205	Olfr983	protein_coding
ENSMUSG00000045812	Olfr984	protein_coding
ENSMUSG00000049073	Olfr985	protein_coding
ENSMUSG00000040541	Tmem225	protein_coding
ENSMUSG00000051095	Olfr986	protein_coding
ENSMUSG00000025602	Zfp202	protein_coding
ENSMUSG00000049281	Scn3b	protein_coding
ENSMUSG00000040111	Gramd1b	protein_coding
ENSMUSG00000094204	Gm21915	protein_coding
ENSMUSG00000032024	Clmp	protein_coding
ENSMUSG00000015656	Hspa8	protein_coding
ENSMUSG00000054360	Bsx	protein_coding
ENSMUSG00000032021	Crtam	protein_coding
ENSMUSG00000032020	Ubash3b	protein_coding
ENSMUSG00000049313	Sorl1	protein_coding
ENSMUSG00000032018	Sc5d	protein_coding
ENSMUSG00000037705	Tecta	protein_coding
ENSMUSG00000037287	Tbcel	protein_coding
ENSMUSG00000032017	Grik4	protein_coding
ENSMUSG00000059495	Arhgef12	protein_coding
ENSMUSG00000048503	Tmem136	protein_coding
ENSMUSG00000032015	Pou2f3	protein_coding
ENSMUSG00000032014	Oaf	protein_coding
ENSMUSG00000032013	Trim29	protein_coding
ENSMUSG00000032011	Thy1	protein_coding
ENSMUSG00000053128	Rnf26	protein_coding
ENSMUSG00000032010	Usp2	protein_coding
ENSMUSG00000034739	Mfrp	protein_coding
ENSMUSG00000079592	C1qtnf5	protein_coding
ENSMUSG00000032135	Mcam	protein_coding
ENSMUSG00000034342	Cbl	protein_coding
ENSMUSG00000070306	Ccdc153	protein_coding
ENSMUSG00000032105	Pdzd3	protein_coding
ENSMUSG00000032109	Nlrx1	protein_coding
ENSMUSG00000032131	Abcg4	protein_coding
ENSMUSG00000032119	Hinfp	protein_coding
ENSMUSG00000032120	C2cd2l	protein_coding
ENSMUSG00000032123	Dpagt1	protein_coding
ENSMUSG00000049932	H2afx	protein_coding
ENSMUSG00000032126	Hmbs	protein_coding
ENSMUSG00000032127	Vps11	protein_coding
ENSMUSG00000032115	Hyou1	protein_coding
ENSMUSG00000032114	Slc37a4	protein_coding
ENSMUSG00000032112	Trappc4	protein_coding
ENSMUSG00000009927	Rps25	protein_coding
ENSMUSG00000043923	Ccdc84	protein_coding
ENSMUSG00000074397	Foxr1	protein_coding
ENSMUSG00000041523	Upk2	protein_coding
ENSMUSG00000063382	Bcl9l	protein_coding
ENSMUSG00000047880	Cxcr5	protein_coding
ENSMUSG00000032097	Ddx6	protein_coding
ENSMUSG00000032098	Treh	protein_coding
ENSMUSG00000048537	Phldb1	protein_coding
ENSMUSG00000032096	Arcn1	protein_coding
ENSMUSG00000002031	Ift46	protein_coding
ENSMUSG00000002032	Tmem25	protein_coding
ENSMUSG00000039438	Ttc36	protein_coding
ENSMUSG00000002028	Kmt2a	protein_coding
ENSMUSG00000038717	Atp5l	protein_coding
ENSMUSG00000059890	Ube4a	protein_coding
ENSMUSG00000002033	Cd3g	protein_coding
ENSMUSG00000032094	Cd3d	protein_coding
ENSMUSG00000032093	Cd3e	protein_coding
ENSMUSG00000032092	Mpzl2	protein_coding
ENSMUSG00000070305	Mpzl3	protein_coding
ENSMUSG00000070304	Scn2b	protein_coding
ENSMUSG00000046480	Scn4b	protein_coding
ENSMUSG00000032091	Tmprss4	protein_coding
ENSMUSG00000091996	BC049352	protein_coding
ENSMUSG00000032089	Il10ra	protein_coding
ENSMUSG00000037129	Tmprss13	protein_coding
ENSMUSG00000066705	Fxyd6	protein_coding
ENSMUSG00000059412	Fxyd2	protein_coding
ENSMUSG00000032087	Dscaml1	protein_coding
ENSMUSG00000043987	Cep164	protein_coding
ENSMUSG00000032086	Bace1	protein_coding
ENSMUSG00000042790	Rnf214	protein_coding
ENSMUSG00000035382	Pcsk7	protein_coding
ENSMUSG00000032085	Tagln	protein_coding
ENSMUSG00000034908	Sidt2	protein_coding
ENSMUSG00000003131	Pafah1b2	protein_coding
ENSMUSG00000034135	Sik3	protein_coding
ENSMUSG00000032083	Apoa1	protein_coding
